x         z         rate
  -10.12        3.16            1.84
  -10.08        3.16            1.89
  -10.04        3.16            1.92
  -10.00        3.16            1.96
   -9.96        3.16            2.00
   -9.92        3.16            2.03
   -9.88        3.16            2.06
   -9.84        3.16            2.09
   -9.80        3.16            2.11
   -9.76        3.16            2.14
   -9.72        3.16            2.16
   -9.68        3.16            2.17
   -9.64        3.16            2.19
   -9.60        3.16            2.20
   -9.56        3.16            2.20
   -9.52        3.16            2.21
   -9.48        3.16            2.21
   -9.44        3.16            2.21
   -9.40        3.16            2.20
   -9.36        3.16            2.19
   -9.32        3.16            2.18
   -9.28        3.16            2.17
   -9.24        3.16            2.15
   -9.20        3.16            2.14
   -9.16        3.16            2.11
   -9.12        3.16            2.09
   -9.08        3.16            2.07
   -9.04        3.16            2.04
   -9.00        3.16            2.01
   -8.96        3.16            1.98
   -8.92        3.16            1.95
   -8.88        3.16            1.92
   -8.84        3.16            1.88
   -8.80        3.16            1.85
   -8.76        3.16            1.81
   -8.72        3.16            1.77
   -8.68        3.16            1.74
   -8.64        3.16            1.70
   -8.60        3.16            1.66
   -8.56        3.16            1.63
   -8.52        3.16            1.59
   -8.48        3.16            1.55
   -8.44        3.16            1.52
   -8.40        3.16            1.48
   -8.36        3.16            1.44
   -8.32        3.16            1.41
   -8.28        3.16            1.37
   -8.24        3.16            1.34
   -8.20        3.16            1.30
   -8.16        3.16            1.27
   -8.12        3.16            1.24
   -8.08        3.16            1.20
   -8.04        3.16            1.17
   -8.00        3.16            1.14
   -7.96        3.16            1.11
   -7.92        3.16            1.08
   -7.88        3.16            1.05
   -7.84        3.16            1.02
   -7.80        3.16            0.99
   -7.76        3.16            0.96
   -7.72        3.16            0.94
   -7.68        3.16            0.91
   -7.64        3.16            0.88
   -7.60        3.16            0.86
   -7.56        3.16            0.83
   -7.52        3.16            0.81
   -7.48        3.16            0.78
   -7.44        3.16            0.76
   -7.40        3.16            0.73
   -7.36        3.16            0.71
   -7.32        3.16            0.69
   -7.28        3.16            0.67
   -7.24        3.16            0.64
   -7.20        3.16            0.62
   -7.16        3.16            0.60
   -7.12        3.16            0.58
   -7.08        3.16            0.56
   -7.04        3.16            0.54
   -7.00        3.16            0.52
   -6.96        3.16            0.50
   -6.92        3.16            0.49
   -6.88        3.16            0.47
   -6.84        3.16            0.45
   -6.80        3.16            0.43
   -6.76        3.16            0.42
   -6.72        3.16            0.40
   -6.68        3.16            0.38
   -6.64        3.16            0.37
   -6.60        3.16            0.35
   -6.56        3.16            0.34
   -6.52        3.16            0.32
   -6.48        3.16            0.31
   -6.44        3.16            0.30
   -6.40        3.16            0.28
   -6.36        3.16            0.27
   -6.32        3.16            0.26
   -6.28        3.16            0.24
   -6.24        3.16            0.23
   -6.20        3.16            0.22
   -6.16        3.16            0.21
   -6.12        3.16            0.20
   -6.08        3.16            0.19
   -6.04        3.16            0.18
   -6.00        3.16            0.17
   -5.96        3.16            0.16
   -5.92        3.16            0.15
   -5.88        3.16            0.14
   -5.84        3.16            0.13
   -5.80        3.16            0.12
   -5.76        3.16            0.11
   -5.72        3.16            0.10
   -5.68        3.16            0.09
   -5.64        3.16            0.09
   -5.60        3.16            0.08
   -5.56        3.16            0.07
   -5.52        3.16            0.07
   -5.48        3.16            0.06
   -5.44        3.16            0.05
   -5.40        3.16            0.05
   -5.36        3.16            0.04
   -5.32        3.16            0.04
   -5.28        3.16            0.03
   -5.24        3.16            0.03
   -5.20        3.16            0.03
   -5.16        3.16            0.02
   -5.12        3.16            0.02
   -5.08        3.16            0.01
   -5.04        3.16            0.01
   -5.00        3.16            0.01
   -4.96        3.16            0.01
   -4.92        3.16            0.01
   -4.88        3.16            0.01
   -4.84        3.16            0.01
   -4.80        3.16            0.01
   -4.76        3.16            0.01
   -4.72        3.16            0.01
   -4.68        3.16            0.01
   -4.64        3.16            0.02
   -4.60        3.16            0.02
   -4.56        3.16            0.02
   -4.52        3.16            0.02
   -4.48        3.16            0.02
   -4.44        3.16            0.02
   -4.40        3.16            0.02
   -4.36        3.16            0.02
   -4.32        3.16            0.02
   -4.28        3.16            0.02
   -4.24        3.16            0.02
   -4.20        3.16            0.02
   -4.16        3.16            0.02
   -4.12        3.16            0.02
   -4.08        3.16            0.02
   -4.04        3.16            0.02
   -4.00        3.16            0.02
   -3.96        3.16            0.02
   -3.92        3.16            0.02
   -3.88        3.16            0.02
   -3.84        3.16            0.02
   -3.80        3.16            0.02
   -3.76        3.16            0.02
   -3.72        3.16            0.02
   -3.68        3.16            0.02
   -3.64        3.16            0.02
   -3.60        3.16            0.02
   -3.56        3.16            0.02
   -3.52        3.16            0.02
   -3.48        3.16            0.02
   -3.44        3.16            0.02
   -3.40        3.16            0.02
   -3.36        3.16            0.02
   -3.32        3.16            0.02
   -3.28        3.16            0.01
   -3.24        3.16            0.01
   -3.20        3.16            0.01
   -3.16        3.16            0.01
   -3.12        3.16            0.01
   -3.08        3.16            0.01
   -3.04        3.16            0.01
   -3.00        3.16            0.01
   -2.96        3.16            0.01
   -2.92        3.16            0.01
   -2.88        3.16            0.01
   -2.84        3.16            0.01
   -2.80        3.16            0.01
   -2.76        3.16            0.01
   -2.72        3.16            0.01
   -2.68        3.16            0.01
   -2.64        3.16            0.01
   -2.60        3.16            0.01
   -2.56        3.16            0.01
   -2.52        3.16            0.01
   -2.48        3.16            0.01
   -2.44        3.16            0.01
   -2.40        3.16            0.01
   -2.36        3.16            0.01
   -2.32        3.16            0.01
   -2.28        3.16            0.01
   -2.24        3.16            0.01
   -2.20        3.16            0.01
   -2.16        3.16            0.01
   -2.12        3.16            0.01
   -2.08        3.16            0.01
   -2.04        3.16            0.01
   -2.00        3.16            0.01
   -1.96        3.16            0.01
   -1.92        3.16            0.01
   -1.88        3.16            0.01
   -1.84        3.16            0.01
   -1.80        3.16            0.01
   -1.76        3.16            0.01
   -1.72        3.16            0.01
   -1.68        3.16            0.01
   -1.64        3.16            0.01
   -1.60        3.16            0.01
   -1.56        3.16            0.01
   -1.52        3.16            0.01
   -1.48        3.16            0.01
   -1.44        3.16            0.01
   -1.40        3.16            0.01
   -1.36        3.16            0.01
   -1.32        3.16            0.01
   -1.28        3.16            0.01
   -1.24        3.16            0.01
   -1.20        3.16            0.01
   -1.16        3.16            0.01
   -1.12        3.16            0.01
   -1.08        3.16            0.01
   -1.04        3.16            0.01
   -1.00        3.16            0.01
   -0.96        3.16            0.01
   -0.92        3.16            0.01
   -0.88        3.16            0.01
   -0.84        3.16            0.01
   -0.80        3.16            0.01
   -0.76        3.16            0.01
   -0.72        3.16            0.01
   -0.68        3.16            0.01
   -0.64        3.16            0.01
   -0.60        3.16            0.01
   -0.56        3.16            0.01
   -0.52        3.16            0.01
   -0.48        3.16            0.01
   -0.44        3.16            0.01
   -0.40        3.16            0.01
   -0.36        3.16            0.01
   -0.32        3.16            0.01
   -0.28        3.16            0.01
   -0.24        3.16            0.01
   -0.20        3.16            0.01
   -0.16        3.16            0.01
   -0.12        3.16            0.01
 
  -11.92        3.20            0.79
  -11.88        3.20            0.69
  -11.84        3.20            0.60
  -11.80        3.20            0.53
  -11.76        3.20            0.46
  -11.72        3.20            0.41
  -11.68        3.20            0.38
  -11.64        3.20            0.37
  -11.60        3.20            0.38
  -11.56        3.20            0.41
  -11.52        3.20            0.45
  -11.48        3.20            0.50
  -11.44        3.20            0.55
  -11.40        3.20            0.61
  -11.36        3.20            0.66
  -11.32        3.20            0.72
  -11.28        3.20            0.78
  -11.24        3.20            0.83
  -11.20        3.20            0.89
  -11.16        3.20            0.94
  -11.12        3.20            1.00
  -11.08        3.20            1.05
  -11.04        3.20            1.10
  -11.00        3.20            1.16
  -10.96        3.20            1.21
  -10.92        3.20            1.26
  -10.88        3.20            1.31
  -10.84        3.20            1.36
  -10.80        3.20            1.40
  -10.76        3.20            1.45
  -10.72        3.20            1.50
  -10.68        3.20            1.54
  -10.64        3.20            1.59
  -10.60        3.20            1.63
  -10.56        3.20            1.68
  -10.52        3.20            1.72
  -10.48        3.20            1.76
  -10.44        3.20            1.80
  -10.40        3.20            1.84
  -10.36        3.20            1.88
  -10.32        3.20            1.91
  -10.28        3.20            1.95
  -10.24        3.20            1.98
  -10.20        3.20            2.01
  -10.16        3.20            2.04
  -10.12        3.20            2.07
  -10.08        3.20            2.10
  -10.04        3.20            2.12
  -10.00        3.20            2.14
   -9.96        3.20            2.16
   -9.92        3.20            2.18
   -9.88        3.20            2.19
   -9.84        3.20            2.20
   -9.80        3.20            2.21
   -9.76        3.20            2.22
   -9.72        3.20            2.23
   -9.68        3.20            2.23
   -9.64        3.20            2.23
   -9.60        3.20            2.22
   -9.56        3.20            2.22
   -9.52        3.20            2.21
   -9.48        3.20            2.20
   -9.44        3.20            2.18
   -9.40        3.20            2.17
   -9.36        3.20            2.15
   -9.32        3.20            2.13
   -9.28        3.20            2.11
   -9.24        3.20            2.08
   -9.20        3.20            2.06
   -9.16        3.20            2.03
   -9.12        3.20            2.00
   -9.08        3.20            1.97
   -9.04        3.20            1.94
   -9.00        3.20            1.90
   -8.96        3.20            1.87
   -8.92        3.20            1.83
   -8.88        3.20            1.80
   -8.84        3.20            1.76
   -8.80        3.20            1.73
   -8.76        3.20            1.69
   -8.72        3.20            1.65
   -8.68        3.20            1.62
   -8.64        3.20            1.58
   -8.60        3.20            1.54
   -8.56        3.20            1.51
   -8.52        3.20            1.47
   -8.48        3.20            1.44
   -8.44        3.20            1.40
   -8.40        3.20            1.37
   -8.36        3.20            1.33
   -8.32        3.20            1.30
   -8.28        3.20            1.27
   -8.24        3.20            1.23
   -8.20        3.20            1.20
   -8.16        3.20            1.17
   -8.12        3.20            1.14
   -8.08        3.20            1.11
   -8.04        3.20            1.08
   -8.00        3.20            1.05
   -7.96        3.20            1.02
   -7.92        3.20            1.00
   -7.88        3.20            0.97
   -7.84        3.20            0.94
   -7.80        3.20            0.92
   -7.76        3.20            0.89
   -7.72        3.20            0.86
   -7.68        3.20            0.84
   -7.64        3.20            0.82
   -7.60        3.20            0.79
   -7.56        3.20            0.77
   -7.52        3.20            0.75
   -7.48        3.20            0.72
   -7.44        3.20            0.70
   -7.40        3.20            0.68
   -7.36        3.20            0.66
   -7.32        3.20            0.64
   -7.28        3.20            0.62
   -7.24        3.20            0.60
   -7.20        3.20            0.58
   -7.16        3.20            0.56
   -7.12        3.20            0.54
   -7.08        3.20            0.52
   -7.04        3.20            0.51
   -7.00        3.20            0.49
   -6.96        3.20            0.47
   -6.92        3.20            0.45
   -6.88        3.20            0.44
   -6.84        3.20            0.42
   -6.80        3.20            0.41
   -6.76        3.20            0.39
   -6.72        3.20            0.38
   -6.68        3.20            0.36
   -6.64        3.20            0.35
   -6.60        3.20            0.33
   -6.56        3.20            0.32
   -6.52        3.20            0.31
   -6.48        3.20            0.29
   -6.44        3.20            0.28
   -6.40        3.20            0.27
   -6.36        3.20            0.25
   -6.32        3.20            0.24
   -6.28        3.20            0.23
   -6.24        3.20            0.22
   -6.20        3.20            0.21
   -6.16        3.20            0.20
   -6.12        3.20            0.19
   -6.08        3.20            0.18
   -6.04        3.20            0.17
   -6.00        3.20            0.16
   -5.96        3.20            0.15
   -5.92        3.20            0.14
   -5.88        3.20            0.13
   -5.84        3.20            0.12
   -5.80        3.20            0.11
   -5.76        3.20            0.11
   -5.72        3.20            0.10
   -5.68        3.20            0.09
   -5.64        3.20            0.08
   -5.60        3.20            0.08
   -5.56        3.20            0.07
   -5.52        3.20            0.06
   -5.48        3.20            0.06
   -5.44        3.20            0.05
   -5.40        3.20            0.05
   -5.36        3.20            0.04
   -5.32        3.20            0.04
   -5.28        3.20            0.03
   -5.24        3.20            0.03
   -5.20        3.20            0.02
   -5.16        3.20            0.02
   -5.12        3.20            0.02
   -5.08        3.20            0.01
   -5.04        3.20            0.01
   -5.00        3.20            0.01
   -4.96        3.20            0.01
   -4.92        3.20            0.01
   -4.88        3.20            0.01
   -4.84        3.20            0.01
   -4.80        3.20            0.01
   -4.76        3.20            0.01
   -4.72        3.20            0.01
   -4.68        3.20            0.01
   -4.64        3.20            0.02
   -4.60        3.20            0.02
   -4.56        3.20            0.02
   -4.52        3.20            0.02
   -4.48        3.20            0.02
   -4.44        3.20            0.02
   -4.40        3.20            0.02
   -4.36        3.20            0.02
   -4.32        3.20            0.02
   -4.28        3.20            0.02
   -4.24        3.20            0.02
   -4.20        3.20            0.02
   -4.16        3.20            0.02
   -4.12        3.20            0.02
   -4.08        3.20            0.02
   -4.04        3.20            0.02
   -4.00        3.20            0.02
   -3.96        3.20            0.02
   -3.92        3.20            0.02
   -3.88        3.20            0.02
   -3.84        3.20            0.02
   -3.80        3.20            0.02
   -3.76        3.20            0.02
   -3.72        3.20            0.02
   -3.68        3.20            0.02
   -3.64        3.20            0.02
   -3.60        3.20            0.02
   -3.56        3.20            0.02
   -3.52        3.20            0.02
   -3.48        3.20            0.02
   -3.44        3.20            0.02
   -3.40        3.20            0.02
   -3.36        3.20            0.02
   -3.32        3.20            0.02
   -3.28        3.20            0.02
   -3.24        3.20            0.02
   -3.20        3.20            0.02
   -3.16        3.20            0.02
   -3.12        3.20            0.01
   -3.08        3.20            0.01
   -3.04        3.20            0.01
   -3.00        3.20            0.01
   -2.96        3.20            0.01
   -2.92        3.20            0.01
   -2.88        3.20            0.01
   -2.84        3.20            0.01
   -2.80        3.20            0.01
   -2.76        3.20            0.01
   -2.72        3.20            0.01
   -2.68        3.20            0.01
   -2.64        3.20            0.01
   -2.60        3.20            0.01
   -2.56        3.20            0.01
   -2.52        3.20            0.01
   -2.48        3.20            0.01
   -2.44        3.20            0.01
   -2.40        3.20            0.01
   -2.36        3.20            0.01
   -2.32        3.20            0.01
   -2.28        3.20            0.01
   -2.24        3.20            0.01
   -2.20        3.20            0.01
   -2.16        3.20            0.01
   -2.12        3.20            0.01
   -2.08        3.20            0.01
   -2.04        3.20            0.01
   -2.00        3.20            0.01
   -1.96        3.20            0.01
   -1.92        3.20            0.01
   -1.88        3.20            0.01
   -1.84        3.20            0.01
   -1.80        3.20            0.01
   -1.76        3.20            0.01
   -1.72        3.20            0.01
   -1.68        3.20            0.01
   -1.64        3.20            0.01
   -1.60        3.20            0.01
   -1.56        3.20            0.01
   -1.52        3.20            0.01
   -1.48        3.20            0.01
   -1.44        3.20            0.01
   -1.40        3.20            0.01
   -1.36        3.20            0.01
   -1.32        3.20            0.01
   -1.28        3.20            0.01
   -1.24        3.20            0.01
   -1.20        3.20            0.01
   -1.16        3.20            0.01
   -1.12        3.20            0.01
   -1.08        3.20            0.01
   -1.04        3.20            0.01
   -1.00        3.20            0.01
   -0.96        3.20            0.01
   -0.92        3.20            0.01
   -0.88        3.20            0.01
   -0.84        3.20            0.01
   -0.80        3.20            0.01
   -0.76        3.20            0.01
   -0.72        3.20            0.01
   -0.68        3.20            0.01
   -0.64        3.20            0.01
   -0.60        3.20            0.01
   -0.56        3.20            0.01
   -0.52        3.20            0.01
   -0.48        3.20            0.01
   -0.44        3.20            0.01
   -0.40        3.20            0.01
   -0.36        3.20            0.01
   -0.32        3.20            0.01
   -0.28        3.20            0.01
   -0.24        3.20            0.01
   -0.20        3.20            0.01
   -0.16        3.20            0.01
   -0.12        3.20            0.01
 
  -11.92        3.24            0.56
  -11.88        3.24            0.59
  -11.84        3.24            0.64
  -11.80        3.24            0.68
  -11.76        3.24            0.74
  -11.72        3.24            0.79
  -11.68        3.24            0.84
  -11.64        3.24            0.90
  -11.60        3.24            0.95
  -11.56        3.24            1.00
  -11.52        3.24            1.05
  -11.48        3.24            1.10
  -11.44        3.24            1.15
  -11.40        3.24            1.20
  -11.36        3.24            1.25
  -11.32        3.24            1.29
  -11.28        3.24            1.33
  -11.24        3.24            1.38
  -11.20        3.24            1.42
  -11.16        3.24            1.46
  -11.12        3.24            1.50
  -11.08        3.24            1.53
  -11.04        3.24            1.57
  -11.00        3.24            1.61
  -10.96        3.24            1.64
  -10.92        3.24            1.68
  -10.88        3.24            1.71
  -10.84        3.24            1.75
  -10.80        3.24            1.78
  -10.76        3.24            1.81
  -10.72        3.24            1.84
  -10.68        3.24            1.87
  -10.64        3.24            1.90
  -10.60        3.24            1.93
  -10.56        3.24            1.96
  -10.52        3.24            1.99
  -10.48        3.24            2.01
  -10.44        3.24            2.04
  -10.40        3.24            2.06
  -10.36        3.24            2.09
  -10.32        3.24            2.11
  -10.28        3.24            2.13
  -10.24        3.24            2.14
  -10.20        3.24            2.16
  -10.16        3.24            2.17
  -10.12        3.24            2.19
  -10.08        3.24            2.20
  -10.04        3.24            2.21
  -10.00        3.24            2.21
   -9.96        3.24            2.22
   -9.92        3.24            2.22
   -9.88        3.24            2.22
   -9.84        3.24            2.22
   -9.80        3.24            2.22
   -9.76        3.24            2.21
   -9.72        3.24            2.20
   -9.68        3.24            2.19
   -9.64        3.24            2.18
   -9.60        3.24            2.17
   -9.56        3.24            2.15
   -9.52        3.24            2.13
   -9.48        3.24            2.11
   -9.44        3.24            2.09
   -9.40        3.24            2.07
   -9.36        3.24            2.04
   -9.32        3.24            2.02
   -9.28        3.24            1.99
   -9.24        3.24            1.96
   -9.20        3.24            1.93
   -9.16        3.24            1.90
   -9.12        3.24            1.87
   -9.08        3.24            1.83
   -9.04        3.24            1.80
   -9.00        3.24            1.76
   -8.96        3.24            1.73
   -8.92        3.24            1.69
   -8.88        3.24            1.66
   -8.84        3.24            1.62
   -8.80        3.24            1.59
   -8.76        3.24            1.55
   -8.72        3.24            1.52
   -8.68        3.24            1.48
   -8.64        3.24            1.45
   -8.60        3.24            1.41
   -8.56        3.24            1.38
   -8.52        3.24            1.35
   -8.48        3.24            1.31
   -8.44        3.24            1.28
   -8.40        3.24            1.25
   -8.36        3.24            1.22
   -8.32        3.24            1.19
   -8.28        3.24            1.16
   -8.24        3.24            1.13
   -8.20        3.24            1.10
   -8.16        3.24            1.07
   -8.12        3.24            1.04
   -8.08        3.24            1.02
   -8.04        3.24            0.99
   -8.00        3.24            0.96
   -7.96        3.24            0.94
   -7.92        3.24            0.91
   -7.88        3.24            0.89
   -7.84        3.24            0.86
   -7.80        3.24            0.84
   -7.76        3.24            0.82
   -7.72        3.24            0.79
   -7.68        3.24            0.77
   -7.64        3.24            0.75
   -7.60        3.24            0.73
   -7.56        3.24            0.71
   -7.52        3.24            0.69
   -7.48        3.24            0.67
   -7.44        3.24            0.65
   -7.40        3.24            0.63
   -7.36        3.24            0.61
   -7.32        3.24            0.59
   -7.28        3.24            0.57
   -7.24        3.24            0.56
   -7.20        3.24            0.54
   -7.16        3.24            0.52
   -7.12        3.24            0.50
   -7.08        3.24            0.49
   -7.04        3.24            0.47
   -7.00        3.24            0.45
   -6.96        3.24            0.44
   -6.92        3.24            0.42
   -6.88        3.24            0.41
   -6.84        3.24            0.39
   -6.80        3.24            0.38
   -6.76        3.24            0.37
   -6.72        3.24            0.35
   -6.68        3.24            0.34
   -6.64        3.24            0.32
   -6.60        3.24            0.31
   -6.56        3.24            0.30
   -6.52        3.24            0.29
   -6.48        3.24            0.27
   -6.44        3.24            0.26
   -6.40        3.24            0.25
   -6.36        3.24            0.24
   -6.32        3.24            0.23
   -6.28        3.24            0.22
   -6.24        3.24            0.21
   -6.20        3.24            0.20
   -6.16        3.24            0.19
   -6.12        3.24            0.18
   -6.08        3.24            0.17
   -6.04        3.24            0.16
   -6.00        3.24            0.15
   -5.96        3.24            0.14
   -5.92        3.24            0.13
   -5.88        3.24            0.12
   -5.84        3.24            0.11
   -5.80        3.24            0.11
   -5.76        3.24            0.10
   -5.72        3.24            0.09
   -5.68        3.24            0.09
   -5.64        3.24            0.08
   -5.60        3.24            0.07
   -5.56        3.24            0.07
   -5.52        3.24            0.06
   -5.48        3.24            0.05
   -5.44        3.24            0.05
   -5.40        3.24            0.04
   -5.36        3.24            0.04
   -5.32        3.24            0.03
   -5.28        3.24            0.03
   -5.24        3.24            0.03
   -5.20        3.24            0.02
   -5.16        3.24            0.02
   -5.12        3.24            0.01
   -5.08        3.24            0.01
   -5.04        3.24            0.01
   -5.00        3.24            0.01
   -4.96        3.24            0.01
   -4.92        3.24            0.01
   -4.88        3.24            0.01
   -4.84        3.24            0.01
   -4.80        3.24            0.01
   -4.76        3.24            0.01
   -4.72        3.24            0.01
   -4.68        3.24            0.01
   -4.64        3.24            0.02
   -4.60        3.24            0.02
   -4.56        3.24            0.02
   -4.52        3.24            0.02
   -4.48        3.24            0.02
   -4.44        3.24            0.02
   -4.40        3.24            0.02
   -4.36        3.24            0.02
   -4.32        3.24            0.02
   -4.28        3.24            0.02
   -4.24        3.24            0.02
   -4.20        3.24            0.02
   -4.16        3.24            0.02
   -4.12        3.24            0.02
   -4.08        3.24            0.02
   -4.04        3.24            0.02
   -4.00        3.24            0.02
   -3.96        3.24            0.02
   -3.92        3.24            0.02
   -3.88        3.24            0.02
   -3.84        3.24            0.02
   -3.80        3.24            0.02
   -3.76        3.24            0.02
   -3.72        3.24            0.02
   -3.68        3.24            0.02
   -3.64        3.24            0.02
   -3.60        3.24            0.02
   -3.56        3.24            0.02
   -3.52        3.24            0.02
   -3.48        3.24            0.02
   -3.44        3.24            0.02
   -3.40        3.24            0.02
   -3.36        3.24            0.02
   -3.32        3.24            0.02
   -3.28        3.24            0.02
   -3.24        3.24            0.02
   -3.20        3.24            0.02
   -3.16        3.24            0.02
   -3.12        3.24            0.02
   -3.08        3.24            0.02
   -3.04        3.24            0.02
   -3.00        3.24            0.02
   -2.96        3.24            0.01
   -2.92        3.24            0.01
   -2.88        3.24            0.01
   -2.84        3.24            0.01
   -2.80        3.24            0.01
   -2.76        3.24            0.01
   -2.72        3.24            0.01
   -2.68        3.24            0.01
   -2.64        3.24            0.01
   -2.60        3.24            0.01
   -2.56        3.24            0.01
   -2.52        3.24            0.01
   -2.48        3.24            0.01
   -2.44        3.24            0.01
   -2.40        3.24            0.01
   -2.36        3.24            0.01
   -2.32        3.24            0.01
   -2.28        3.24            0.01
   -2.24        3.24            0.01
   -2.20        3.24            0.01
   -2.16        3.24            0.01
   -2.12        3.24            0.01
   -2.08        3.24            0.01
   -2.04        3.24            0.01
   -2.00        3.24            0.01
   -1.96        3.24            0.01
   -1.92        3.24            0.01
   -1.88        3.24            0.01
   -1.84        3.24            0.01
   -1.80        3.24            0.01
   -1.76        3.24            0.01
   -1.72        3.24            0.01
   -1.68        3.24            0.01
   -1.64        3.24            0.01
   -1.60        3.24            0.01
   -1.56        3.24            0.01
   -1.52        3.24            0.01
   -1.48        3.24            0.01
   -1.44        3.24            0.01
   -1.40        3.24            0.01
   -1.36        3.24            0.01
   -1.32        3.24            0.01
   -1.28        3.24            0.01
   -1.24        3.24            0.01
   -1.20        3.24            0.01
   -1.16        3.24            0.01
   -1.12        3.24            0.01
   -1.08        3.24            0.01
   -1.04        3.24            0.01
   -1.00        3.24            0.01
   -0.96        3.24            0.01
   -0.92        3.24            0.01
   -0.88        3.24            0.01
   -0.84        3.24            0.01
   -0.80        3.24            0.01
   -0.76        3.24            0.01
   -0.72        3.24            0.01
   -0.68        3.24            0.01
   -0.64        3.24            0.01
   -0.60        3.24            0.01
   -0.56        3.24            0.01
   -0.52        3.24            0.01
   -0.48        3.24            0.01
   -0.44        3.24            0.01
   -0.40        3.24            0.01
   -0.36        3.24            0.01
   -0.32        3.24            0.01
   -0.28        3.24            0.01
   -0.24        3.24            0.01
   -0.20        3.24            0.01
   -0.16        3.24            0.01
   -0.12        3.24            0.01
 
  -11.92        3.28            1.25
  -11.88        3.28            1.30
  -11.84        3.28            1.35
  -11.80        3.28            1.39
  -11.76        3.28            1.44
  -11.72        3.28            1.48
  -11.68        3.28            1.52
  -11.64        3.28            1.55
  -11.60        3.28            1.59
  -11.56        3.28            1.62
  -11.52        3.28            1.65
  -11.48        3.28            1.68
  -11.44        3.28            1.71
  -11.40        3.28            1.74
  -11.36        3.28            1.76
  -11.32        3.28            1.79
  -11.28        3.28            1.81
  -11.24        3.28            1.83
  -11.20        3.28            1.86
  -11.16        3.28            1.88
  -11.12        3.28            1.90
  -11.08        3.28            1.92
  -11.04        3.28            1.94
  -11.00        3.28            1.96
  -10.96        3.28            1.98
  -10.92        3.28            2.00
  -10.88        3.28            2.02
  -10.84        3.28            2.03
  -10.80        3.28            2.05
  -10.76        3.28            2.07
  -10.72        3.28            2.08
  -10.68        3.28            2.10
  -10.64        3.28            2.11
  -10.60        3.28            2.13
  -10.56        3.28            2.14
  -10.52        3.28            2.15
  -10.48        3.28            2.16
  -10.44        3.28            2.17
  -10.40        3.28            2.18
  -10.36        3.28            2.19
  -10.32        3.28            2.19
  -10.28        3.28            2.20
  -10.24        3.28            2.20
  -10.20        3.28            2.21
  -10.16        3.28            2.21
  -10.12        3.28            2.21
  -10.08        3.28            2.20
  -10.04        3.28            2.20
  -10.00        3.28            2.20
   -9.96        3.28            2.19
   -9.92        3.28            2.18
   -9.88        3.28            2.17
   -9.84        3.28            2.16
   -9.80        3.28            2.15
   -9.76        3.28            2.13
   -9.72        3.28            2.11
   -9.68        3.28            2.10
   -9.64        3.28            2.08
   -9.60        3.28            2.06
   -9.56        3.28            2.03
   -9.52        3.28            2.01
   -9.48        3.28            1.98
   -9.44        3.28            1.96
   -9.40        3.28            1.93
   -9.36        3.28            1.90
   -9.32        3.28            1.87
   -9.28        3.28            1.84
   -9.24        3.28            1.81
   -9.20        3.28            1.78
   -9.16        3.28            1.74
   -9.12        3.28            1.71
   -9.08        3.28            1.68
   -9.04        3.28            1.65
   -9.00        3.28            1.61
   -8.96        3.28            1.58
   -8.92        3.28            1.54
   -8.88        3.28            1.51
   -8.84        3.28            1.48
   -8.80        3.28            1.44
   -8.76        3.28            1.41
   -8.72        3.28            1.38
   -8.68        3.28            1.35
   -8.64        3.28            1.31
   -8.60        3.28            1.28
   -8.56        3.28            1.25
   -8.52        3.28            1.22
   -8.48        3.28            1.19
   -8.44        3.28            1.16
   -8.40        3.28            1.13
   -8.36        3.28            1.11
   -8.32        3.28            1.08
   -8.28        3.28            1.05
   -8.24        3.28            1.02
   -8.20        3.28            1.00
   -8.16        3.28            0.97
   -8.12        3.28            0.95
   -8.08        3.28            0.92
   -8.04        3.28            0.90
   -8.00        3.28            0.88
   -7.96        3.28            0.85
   -7.92        3.28            0.83
   -7.88        3.28            0.81
   -7.84        3.28            0.79
   -7.80        3.28            0.77
   -7.76        3.28            0.75
   -7.72        3.28            0.73
   -7.68        3.28            0.71
   -7.64        3.28            0.69
   -7.60        3.28            0.67
   -7.56        3.28            0.65
   -7.52        3.28            0.63
   -7.48        3.28            0.61
   -7.44        3.28            0.60
   -7.40        3.28            0.58
   -7.36        3.28            0.56
   -7.32        3.28            0.55
   -7.28        3.28            0.53
   -7.24        3.28            0.51
   -7.20        3.28            0.50
   -7.16        3.28            0.48
   -7.12        3.28            0.47
   -7.08        3.28            0.45
   -7.04        3.28            0.44
   -7.00        3.28            0.42
   -6.96        3.28            0.41
   -6.92        3.28            0.39
   -6.88        3.28            0.38
   -6.84        3.28            0.37
   -6.80        3.28            0.35
   -6.76        3.28            0.34
   -6.72        3.28            0.33
   -6.68        3.28            0.32
   -6.64        3.28            0.30
   -6.60        3.28            0.29
   -6.56        3.28            0.28
   -6.52        3.28            0.27
   -6.48        3.28            0.26
   -6.44        3.28            0.25
   -6.40        3.28            0.23
   -6.36        3.28            0.22
   -6.32        3.28            0.21
   -6.28        3.28            0.20
   -6.24        3.28            0.19
   -6.20        3.28            0.18
   -6.16        3.28            0.18
   -6.12        3.28            0.17
   -6.08        3.28            0.16
   -6.04        3.28            0.15
   -6.00        3.28            0.14
   -5.96        3.28            0.13
   -5.92        3.28            0.12
   -5.88        3.28            0.12
   -5.84        3.28            0.11
   -5.80        3.28            0.10
   -5.76        3.28            0.09
   -5.72        3.28            0.09
